Apps,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,PoM,Off,Based,Tck R,CA,Gls/xG,Dist/Mins,Value
11.0,88.54545454545455,178.0,74.0,26,6.81,0.0,0.0,0.0,0.89,0.65,0.09,1.94,0.89,0.25,2.68,141.0,0.7,0.0,17.0,2.86,26.0,0.0,4.0,Holland (Eredivisie),0.79,132,0.0,0.1447638603696098,6500000.0
13.0,75.92307692307692,169.0,63.0,21,6.75,1.0,0.32,0.0,3.31,0.09,0.18,1.37,0.85,0.47,0.91,146.4,0.43,0.0,26.0,1.28,10.0,0.0,1.0,France (Ligue 2),0.77,106,0.3021148036253776,0.1483282674772036,550000.0
18.0,87.94444444444444,187.0,77.0,27,6.92,0.0,0.0,0.0,0.57,0.18,0.0,0.17,0.92,0.5,0.23,187.4,0.83,5.0,18.0,2.33,162.0,0.0,1.0,Belgium (Pro League),0.67,108,0.0,0.1183828174352495,105000.0
15.0,90.0,185.0,76.0,31,6.9,2.0,0.43,0.0,0.91,0.07,0.07,0.67,0.93,0.2,0.0,167.5,0.73,1.0,16.0,2.4,93.0,0.0,0.0,France (Ligue 2),0.81,107,2.197802197802197,0.124074074074074,177500.0
15.0,90.0,182.0,81.0,33,7.02,1.0,0.14,0.0,0.73,0.0,0.07,0.2,0.92,0.11,0.2,165.0,0.85,4.0,19.0,2.73,141.0,0.0,1.0,France (Ligue 2),0.88,103,1.36986301369863,0.1222222222222222,151500.0
16.0,82.1875,185.0,78.0,25,7.06,1.0,0.25,0.0,1.51,0.42,0.0,0.68,0.92,0.45,0.34,164.9,0.82,2.0,19.0,3.9,115.0,1.0,4.0,Portugal (Primeira Liga),0.79,127,0.6622516556291391,0.1253992395437262,2975000.0
11.0,84.54545454545455,179.0,72.0,26,7.0,0.0,0.15,0.0,1.32,0.12,0.19,1.26,0.91,0.18,1.06,129.3,0.72,2.0,13.0,3.29,56.0,1.0,1.0,France (National 2 Groupe C),1.0,110,0.0,0.1390322580645161,935000.0
13.0,90.0,187.0,82.0,27,7.09,0.0,0.13,0.0,0.74,0.09,0.0,0.08,0.93,0.0,0.15,135.7,0.87,0.0,15.0,2.46,118.0,2.0,2.0,Portugal (Liga Portugal 2),0.8,115,0.0,0.1159829059829059,357500.0
21.0,87.0952380952381,163.0,66.0,26,6.66,0.0,0.13,0.0,0.59,0.05,0.1,0.84,0.87,0.12,1.28,182.9,0.61,1.0,34.0,1.92,47.0,0.0,4.0,Argentina (Liga Profesional),0.92,120,0.0,0.1,1265000.0
11.0,97.27272727272728,188.0,87.0,31,6.89,0.0,0.33,0.0,0.53,0.17,0.08,0.34,0.92,0.4,0.08,125.4,0.72,3.0,9.0,3.28,103.0,2.0,1.0,France (Ligue 2),0.83,105,0.0,0.117196261682243,20002.0
12.0,92.5,186.0,83.0,29,6.88,0.0,0.0,0.0,0.94,0.53,0.0,0.16,0.96,0.0,0.0,130.3,0.74,2.0,9.0,3.49,121.0,0.0,1.0,Italy (Serie B),0.85,112,0.0,0.1173873873873874,1265000.0
11.0,80.72727272727273,186.0,82.0,20,7.11,0.0,0.0,0.0,0.1,0.11,0.0,0.2,0.91,0.0,0.1,102.9,0.89,1.0,4.0,3.75,104.0,1.0,0.0,Italy (Serie B),0.78,118,0.0,0.1158783783783783,7200000.0
12.0,69.0,174.0,63.0,23,6.94,2.0,0.47,0.0,1.87,0.22,0.0,1.3,0.86,0.26,1.09,122.4,0.55,0.0,4.0,1.74,11.0,0.0,1.0,Holland (Eerste Divisie),0.56,126,1.06951871657754,0.1478260869565217,6400000.0
29.0,90.0,180.0,75.0,30,7.02,1.0,0.11,0.0,0.1,0.0,0.03,0.38,0.84,0.26,0.17,102.0,0.68,3.0,41.0,1.1,28.0,0.0,6.0,Norway (Eliteserien),0.85,117,10.0,0.0390804597701149,715000.0
16.0,85.5,177.0,74.0,27,7.21,0.0,0.22,0.0,0.21,0.36,0.33,0.92,0.93,0.16,0.0,180.2,0.61,0.0,12.0,0.92,31.0,1.0,0.0,Portugal (Primeira Liga),0.83,138,0.0,0.1317251461988304,10850000.0
13.0,88.23076923076923,170.0,63.0,25,7.29,3.0,0.5,0.0,0.96,0.51,0.24,2.12,0.87,0.22,0.31,156.6,0.69,1.0,3.0,1.02,24.0,5.0,1.0,Holland (Eredivisie),0.55,121,3.125,0.1365300784655623,6600000.0
12.0,94.83333333333331,187.0,80.0,23,7.02,0.0,0.2,0.0,0.92,0.0,0.08,0.16,0.93,0.0,0.24,122.8,0.84,0.0,6.0,1.9,140.0,0.0,0.0,France (Ligue 2),0.83,98,0.0,0.107908611599297,302500.0
13.0,85.92307692307692,187.0,82.0,25,6.86,1.0,0.1,0.0,0.97,0.2,0.0,0.24,0.93,0.0,0.0,122.4,0.73,2.0,11.0,2.66,137.0,0.0,0.0,Portugal (Liga Portugal 2),0.82,108,1.0309278350515465,0.1095792300805729,180000.0
17.0,90.0,193.0,85.0,22,6.92,2.0,0.2,0.0,1.49,0.2,0.0,0.06,0.94,0.0,0.12,186.7,0.83,1.0,19.0,2.12,158.0,2.0,0.0,Portugal (Primeira Liga),1.0,127,1.342281879194631,0.1220261437908496,3550000.0
11.0,90.0,185.0,78.0,30,7.1,3.0,0.63,1.0,1.8,1.04,0.09,0.73,0.91,0.16,0.0,132.7,0.53,0.0,16.0,1.82,14.0,0.0,0.0,Portugal (FPF Liga 3),0.82,109,1.6666666666666663,0.134040404040404,550000.0
11.0,90.0,185.0,78.0,30,7.1,3.0,0.63,1.0,1.8,1.04,0.09,0.73,0.91,0.16,0.0,132.7,0.53,0.0,16.0,1.82,14.0,0.0,0.0,Portugal (FPF Liga 3),0.82,109,1.6666666666666663,0.134040404040404,880000.0
16.0,90.0,184.0,81.0,23,6.86,1.0,0.5,0.0,1.12,0.25,0.12,0.12,0.94,0.0,0.12,145.9,0.68,0.0,12.0,1.94,159.0,1.0,2.0,Cyprus (A' Katigorías),0.92,105,0.8928571428571428,0.1013194444444444,550000.0
16.0,90.0,184.0,81.0,23,6.86,1.0,0.5,0.0,1.12,0.25,0.12,0.12,0.94,0.0,0.12,145.9,0.68,0.0,12.0,1.94,159.0,1.0,2.0,Cyprus (A' Katigorías),0.92,105,0.8928571428571428,0.1013194444444444,880000.0
16.0,88.625,189.0,84.0,25,6.85,0.0,0.0,0.0,0.22,0.0,0.06,0.19,0.92,0.0,0.0,151.9,0.77,2.0,15.0,2.54,149.0,0.0,2.0,France (Ligue 2),0.75,105,0.0,0.1071227080394922,230000.0
11.0,83.0,191.0,76.0,23,6.88,1.0,0.22,0.0,0.61,0.82,0.1,0.69,0.91,0.0,0.2,127.9,0.7,0.0,16.0,0.49,17.0,1.0,0.0,Portugal (Primeira Liga),0.81,117,1.639344262295082,0.1400876232201533,1155000.0
16.0,84.125,170.0,67.0,26,7.15,3.0,0.59,0.0,2.15,0.33,0.47,1.27,0.92,0.15,0.13,179.3,0.53,0.0,8.0,1.14,29.0,6.0,0.0,France (Ligue 2),1.0,103,1.3953488372093024,0.1332095096582466,715000.0
11.0,89.0,190.0,82.0,29,6.73,0.0,0.33,0.0,0.39,0.09,0.09,0.18,0.93,0.14,0.0,118.0,0.71,0.0,9.0,2.85,87.0,0.0,0.0,Austria (Admiral Bundesliga),1.0,108,0.0,0.1205311542390194,770000.0
13.0,86.3076923076923,195.0,85.0,24,7.13,0.0,0.0,0.0,0.46,0.0,0.0,0.16,0.91,0.0,0.0,105.3,0.84,3.0,16.0,2.73,83.0,0.0,1.0,Switzerland (Challenge League),0.85,104,0.0,0.0938502673796791,660000.0
16.0,88.0625,178.0,80.0,26,7.18,9.0,0.63,0.0,3.61,0.26,0.06,0.96,0.86,0.0,0.57,159.4,0.3,0.0,23.0,0.32,28.0,0.0,8.0,Italy (Lega Nazionale Dilettanti E),0.63,105,2.4930747922437675,0.1131298793470546,150500.0
12.0,81.33333333333333,185.0,75.0,29,6.83,0.0,0.0,0.0,0.24,0.23,0.18,0.55,0.95,0.04,0.65,129.9,0.72,1.0,18.0,3.32,36.0,0.0,1.0,Italy (Serie B),0.95,106,0.0,0.1330942622950819,605000.0
12.0,73.58333333333333,176.0,75.0,23,7.07,0.0,0.4,0.0,0.19,0.61,0.1,0.61,0.93,0.38,0.41,118.7,0.75,3.0,7.0,3.57,67.0,2.0,0.0,Portugal (Liga Portugal 2),0.91,114,0.0,0.1344280860702151,712500.0
14.0,92.28571428571428,193.0,75.0,26,6.93,0.0,0.0,0.0,0.12,0.24,0.07,0.28,0.92,0.5,0.07,142.0,0.72,3.0,16.0,2.09,135.0,1.0,0.0,Portugal (Primeira Liga),0.93,119,0.0,0.109907120743034,2350000.0
11.0,81.27272727272727,186.0,87.0,27,6.95,1.0,0.4,0.0,0.44,0.0,0.1,0.3,0.95,0.0,0.0,98.1,0.88,0.0,12.0,3.22,85.0,1.0,1.0,France (Ligue 2),0.63,104,2.272727272727273,0.109731543624161,94000.0
12.0,80.5,186.0,79.0,30,6.74,0.0,0.33,0.0,1.69,1.59,0.09,0.75,0.89,0.25,0.56,142.8,0.71,0.0,11.0,1.86,18.0,0.0,0.0,Portugal (Liga Portugal 2),0.81,104,0.0,0.1478260869565217,137000.0
14.0,77.5,189.0,78.0,25,6.74,0.0,0.25,0.0,0.52,0.0,0.0,0.17,0.95,1.0,0.0,124.3,0.82,4.0,16.0,2.49,124.0,0.0,1.0,France (Ligue 2),0.71,108,0.0,0.1145622119815668,115000.0
13.0,90.0,192.0,82.0,28,7.14,1.0,0.13,0.0,0.61,0.38,0.0,0.15,0.93,0.0,0.08,131.4,0.85,4.0,8.0,3.15,115.0,1.0,0.0,Switzerland (Super League),0.77,112,1.639344262295082,0.1123076923076923,880000.0
12.0,81.66666666666667,192.0,78.0,25,6.93,1.0,0.5,0.0,0.35,0.61,0.0,0.09,0.92,0.0,0.18,111.2,0.79,2.0,18.0,2.11,104.0,0.0,1.0,Portugal (Primeira Liga),0.86,119,2.857142857142857,0.113469387755102,880000.0
11.0,89.54545454545455,175.0,70.0,29,6.68,0.0,0.0,0.0,0.0,0.33,0.0,1.1,0.89,0.36,0.27,135.2,0.77,3.0,20.0,2.01,55.0,0.0,1.0,Portugal (Liga Portugal 2),0.68,107,0.0,0.1372588832487309,99000.0
12.0,64.58333333333333,183.0,75.0,29,6.91,1.0,0.6,0.0,0.18,0.0,0.0,1.05,0.95,0.0,0.12,115.3,0.65,0.0,17.0,1.63,16.0,1.0,0.0,Italy (Serie B),0.91,103,5.555555555555555,0.148774193548387,715000.0
12.0,79.66666666666667,180.0,80.0,23,6.53,0.0,0.5,0.0,0.44,0.0,0.0,0.0,0.94,1.0,0.09,104.4,0.79,1.0,8.0,1.98,99.0,0.0,1.0,Austria (Admiral Bundesliga),0.9,111,0.0,0.109205020920502,1487500.0
13.0,83.38461538461539,171.0,65.0,29,7.02,1.0,0.22,0.0,1.86,1.4,0.17,1.33,0.89,0.27,0.25,145.1,0.6,0.0,11.0,1.08,18.0,0.0,2.0,Portugal (Liga Portugal 2),0.81,107,0.5376344086021505,0.1338560885608856,212500.0
12.0,90.0,195.0,89.0,22,6.56,0.0,0.25,0.0,0.84,0.0,0.08,0.17,0.95,0.0,0.08,125.5,0.81,1.0,8.0,2.67,110.0,0.0,3.0,Belgium (Pro League),0.83,114,0.0,0.1162037037037037,5550000.0
16.0,90.0,186.0,80.0,24,7.3,0.0,0.29,0.0,0.0,0.06,0.25,0.5,0.82,0.29,0.06,72.8,0.82,1.0,22.0,1.19,27.0,2.0,0.0,Poland (Ekstraklasa),0.97,110,0.0,0.0505555555555555,412500.0
14.0,87.78571428571429,183.0,72.0,25,6.81,0.0,0.67,0.0,0.35,0.0,0.07,0.81,0.9,0.29,0.59,168.9,0.72,1.0,17.0,2.93,63.0,0.0,4.0,France (Ligue 2),0.94,114,0.0,0.1374288039056143,127000.0
12.0,84.25,204.0,99.0,19,7.07,1.0,0.67,0.0,0.27,0.09,0.0,0.36,0.93,0.5,0.09,120.3,0.89,6.0,4.0,2.31,116.0,1.0,0.0,France (Ligue 2),1.0,114,3.7037037037037033,0.1189910979228486,2150000.0
11.0,90.0,184.0,74.0,20,6.86,0.0,0.08,0.0,1.66,0.09,0.09,0.36,0.92,0.0,0.0,135.9,0.77,0.0,20.0,0.91,25.0,0.0,1.0,Portugal (Liga Portugal 2),0.83,110,0.0,0.1372727272727272,8350000.0
11.0,90.0,177.0,70.0,20,7.09,0.0,0.33,0.0,0.72,0.5,0.18,1.0,0.9,0.16,0.18,137.3,0.63,0.0,11.0,1.0,16.0,0.0,0.0,Portugal (FPF Liga 3),0.78,108,0.0,0.1386868686868687,660000.0
12.0,79.75,178.0,68.0,24,7.01,0.0,0.11,0.0,1.25,2.44,0.09,0.85,0.89,0.36,0.09,135.0,0.73,0.0,11.0,0.94,16.0,0.0,1.0,Holland (Eredivisie),0.64,118,0.0,0.1410658307210031,6100000.0
15.0,89.06666666666666,183.0,74.0,25,7.11,0.0,0.36,0.0,1.6,0.38,0.2,1.89,0.91,0.07,0.4,181.5,0.65,1.0,24.0,1.41,29.0,0.0,0.0,Portugal (Primeira Liga),0.96,124,0.0,0.1358532934131736,3600000.0
11.0,82.63636363636364,180.0,70.0,23,6.96,2.0,0.33,0.0,0.56,0.76,0.1,0.99,0.95,0.12,0.89,127.1,0.64,2.0,18.0,2.57,40.0,0.0,3.0,Portugal (FPF Liga 3),0.96,112,3.571428571428571,0.1398239823982398,715000.0
14.0,82.21428571428571,178.0,68.0,25,6.86,1.0,0.14,0.0,1.34,0.16,0.0,0.39,0.93,0.21,0.86,160.1,0.8,0.0,25.0,3.44,67.0,0.0,3.0,France (Ligue 2),0.85,107,0.7462686567164178,0.1390964378801042,357500.0
11.0,75.36363636363636,173.0,70.0,29,6.94,0.0,0.11,0.0,0.91,0.24,0.33,1.63,0.92,0.14,0.22,122.1,0.48,0.0,12.0,1.19,14.0,1.0,0.0,Italy (Serie C/B),0.85,113,0.0,0.1472858866103739,987500.0
11.0,82.81818181818181,184.0,71.0,27,6.9,1.0,0.2,0.0,0.26,0.3,0.0,0.3,0.89,0.19,0.3,110.8,0.73,0.0,12.0,3.26,82.0,0.0,1.0,France (Ligue 2),1.0,97,3.846153846153846,0.1216245883644346,165000.0
12.0,90.0,175.0,66.0,29,7.07,0.0,0.25,0.0,0.26,0.2,0.0,0.75,0.94,0.24,1.75,140.0,0.79,2.0,11.0,3.0,75.0,1.0,1.0,Portugal (Primeira Liga),0.8,107,0.0,0.1296296296296296,775000.0
16.0,79.375,180.0,73.0,24,6.62,0.0,0.0,0.0,0.06,0.14,0.0,1.2,0.88,0.17,1.91,174.8,0.71,0.0,18.0,2.69,46.0,0.0,4.0,France (Ligue 2),0.71,101,0.0,0.1376377952755905,260000.0
15.0,79.66666666666667,180.0,71.0,31,6.97,1.0,0.22,0.0,1.74,0.15,0.3,1.66,0.87,0.06,0.3,159.6,0.71,1.0,29.0,1.05,30.0,0.0,1.0,France (Ligue 2),0.89,113,0.5747126436781609,0.1335564853556485,220000.0
16.0,90.0,174.0,68.0,27,6.72,0.0,0.1,0.0,1.04,0.12,0.06,0.88,0.91,0.17,0.81,191.9,0.69,2.0,18.0,2.94,91.0,0.0,3.0,France (Ligue 2),0.78,105,0.0,0.1332638888888889,66000.0
15.0,87.4,184.0,78.0,35,6.89,1.0,0.11,0.0,1.2,1.0,0.07,0.82,0.91,0.2,0.55,180.3,0.72,3.0,25.0,3.02,76.0,0.0,1.0,Cyprus (A' Katigorías),0.86,109,0.8333333333333334,0.1375286041189931,85000.0
13.0,73.3076923076923,178.0,75.0,30,7.15,1.0,0.3,0.0,0.92,0.5,0.57,1.7,0.88,0.22,0.19,134.7,0.63,0.0,14.0,1.61,17.0,3.0,0.0,Portugal (Primeira Liga),0.7,118,1.0869565217391304,0.1413431269674711,1875000.0
11.0,74.0909090909091,191.0,82.0,26,6.9,1.0,0.33,0.0,0.33,0.0,0.0,0.0,0.93,0.0,0.0,94.8,0.8,1.0,13.0,1.88,94.0,0.0,0.0,France (Ligue 2),0.93,104,3.0303030303030303,0.1163190184049079,207500.0
13.0,90.0,185.0,82.0,29,7.21,0.0,0.0,0.0,1.21,0.0,0.15,0.23,0.94,0.0,0.08,132.4,0.82,4.0,16.0,2.46,118.0,5.0,0.0,France (Ligue 2),1.0,107,0.0,0.1131623931623931,302500.0
12.0,85.75,177.0,73.0,33,7.21,5.0,0.45,1.0,0.62,0.44,0.52,1.14,0.89,0.44,0.17,146.9,0.63,0.0,7.0,1.22,20.0,3.0,0.0,France (Ligue 2),0.81,107,8.064516129032258,0.142759961127308,55000.0
11.0,87.18181818181819,185.0,78.0,19,7.03,2.0,0.35,0.0,2.48,0.38,0.28,1.41,0.86,0.07,0.19,132.2,0.75,0.0,10.0,0.66,19.0,1.0,3.0,Portugal (Liga Portugal 2),0.8,128,0.8064516129032259,0.137851929092805,13500000.0
18.0,90.83333333333331,178.0,68.0,25,7.29,4.0,0.41,0.0,1.97,0.27,0.17,1.05,0.89,0.3,0.11,225.4,0.56,1.0,17.0,0.88,31.0,1.0,1.0,Portugal (Primeira Liga),0.84,139,2.030456852791878,0.1378593272171253,9250000.0
12.0,77.83333333333333,186.0,94.0,21,6.92,0.0,0.0,0.0,0.13,0.1,0.0,0.1,0.92,0.0,0.19,98.6,0.83,1.0,13.0,2.31,108.0,0.0,0.0,Belgium (1B Pro League),0.2,98,0.0,0.1055674518201284,1100000.0
11.0,90.0,191.0,88.0,33,6.98,0.0,0.0,0.0,0.49,0.18,0.09,1.09,0.91,0.24,0.09,126.5,0.79,0.0,17.0,2.55,58.0,0.0,2.0,Belgium (1B Pro League),0.94,97,0.0,0.1277777777777777,22500.0
15.0,90.0,178.0,74.0,25,7.04,0.0,0.5,0.0,0.01,0.13,0.27,1.27,0.9,0.1,0.33,179.1,0.74,3.0,23.0,2.67,71.0,0.0,4.0,France (Ligue 2),0.96,109,0.0,0.1326666666666666,61000.0
11.0,85.36363636363636,175.0,70.0,28,6.86,0.0,0.33,0.0,1.2,0.0,0.0,1.25,0.91,0.5,0.19,120.7,0.61,2.0,16.0,0.96,22.0,0.0,1.0,Portugal (Primeira Liga),0.86,120,0.0,0.1285410010649627,3450000.0
24.0,93.45833333333331,180.0,77.0,27,6.6,0.0,0.0,0.0,0.0,2.2,0.08,0.04,0.74,0.0,0.0,13.2,1.0,0.0,28.0,0.04,4.0,0.0,0.0,Colombia (Categoría Primera A),0.78,106,0.0,0.0058849754792688,151500.0
11.0,75.18181818181819,183.0,76.0,26,6.62,1.0,0.17,0.0,0.98,0.22,0.0,0.11,0.92,0.5,0.11,92.3,0.81,1.0,9.0,3.48,80.0,0.0,0.0,France (Ligue 2),0.8,108,1.020408163265306,0.111608222490931,71000.0
13.0,81.38461538461539,177.0,70.0,30,7.07,1.0,0.41,0.0,2.52,1.45,0.17,1.28,0.94,0.0,0.0,138.7,0.6,0.0,26.0,0.94,25.0,0.0,2.0,Portugal (Liga Portugal 2),0.77,113,0.3968253968253968,0.1310964083175803,104000.0
11.0,74.45454545454545,180.0,73.0,29,7.05,1.0,0.52,0.0,2.98,0.0,0.11,1.1,0.89,0.27,2.75,123.2,0.51,0.0,10.0,1.1,15.0,1.0,4.0,Portugal (Liga Portugal 2),0.67,110,0.3355704697986577,0.1504273504273504,162500.0
31.0,90.0,185.0,77.0,28,7.15,5.0,0.33,1.0,0.4,0.0,0.03,0.03,0.73,0.5,0.32,26.5,0.56,0.0,46.0,0.13,2.0,0.0,2.0,Brazil (Campeonato Brasileiro Série B),0.96,124,12.5,0.0094982078853046,1045000.0
14.0,90.0,193.0,93.0,29,7.09,0.0,0.5,0.0,1.1,0.07,0.0,0.36,0.91,0.33,0.07,150.9,0.88,4.0,6.0,3.36,127.0,1.0,0.0,France (Ligue 2),0.85,106,0.0,0.1197619047619047,650000.0
11.0,92.72727272727272,190.0,80.0,30,7.23,1.0,0.5,0.0,0.57,0.0,0.0,0.09,0.94,0.0,0.18,113.4,0.78,3.0,10.0,2.21,101.0,0.0,0.0,Italy (Serie B),1.0,110,1.7543859649122808,0.1111764705882353,605000.0
11.0,76.27272727272727,172.0,67.0,26,7.37,2.0,0.25,0.0,2.52,0.36,0.32,1.82,0.85,0.42,0.21,108.9,0.77,0.0,4.0,1.18,16.0,2.0,0.0,Portugal (Liga 3 Sul),0.72,104,0.7936507936507936,0.1297973778307509,142500.0
11.0,85.0909090909091,184.0,73.0,23,7.01,1.0,0.33,0.0,1.39,0.11,0.0,0.58,0.93,0.0,0.1,134.1,0.81,0.0,20.0,1.06,31.0,0.0,1.0,Portugal (Liga 3 Sul),0.75,103,0.7194244604316548,0.1432692307692307,247500.0
13.0,88.76923076923077,179.0,70.0,26,7.06,0.0,0.27,0.0,1.05,0.51,0.16,0.7,0.94,0.0,0.08,161.7,0.73,0.0,14.0,1.48,23.0,1.0,0.0,Holland (Eredivisie),0.73,124,0.0,0.1401213171577122,4725000.0
15.0,89.46666666666667,193.0,87.0,27,7.07,1.0,0.27,0.0,2.53,0.0,0.0,0.13,0.92,0.0,0.0,156.4,0.86,3.0,18.0,2.35,128.0,0.0,0.0,Portugal (Primeira Liga),0.92,128,0.3952569169960475,0.1165424739195231,1875000.0
11.0,79.0909090909091,192.0,83.0,24,6.95,0.0,0.33,0.0,0.22,0.0,0.0,0.21,0.91,0.28,0.31,108.4,0.85,1.0,16.0,2.79,84.0,0.0,2.0,Portugal (Liga Portugal 2),0.5,109,0.0,0.1245977011494253,145000.0
13.0,73.53846153846153,175.0,64.0,22,7.05,2.0,0.2,0.0,0.73,0.38,0.19,1.41,0.9,0.07,0.38,129.7,0.36,1.0,12.0,1.69,25.0,1.0,1.0,Belgium (1B Pro League),0.95,89,2.73972602739726,0.1356694560669455,357500.0
13.0,85.3076923076923,184.0,69.0,27,7.16,2.0,0.5,0.0,0.78,0.32,0.16,0.89,0.88,0.3,0.32,155.4,0.74,0.0,19.0,1.87,27.0,1.0,0.0,France (Ligue 2),0.83,108,2.564102564102564,0.1401262398557259,770000.0
14.0,90.0,192.0,85.0,28,6.86,1.0,0.12,0.0,2.2,0.22,0.0,0.0,0.93,0.0,0.07,144.2,0.78,0.0,9.0,2.21,132.0,0.0,1.0,Portugal (Liga Portugal 2),0.8,105,0.4545454545454545,0.1144444444444444,180000.0
13.0,90.0,182.0,74.0,30,7.15,0.0,0.0,0.0,0.04,1.3,0.23,1.23,0.88,0.1,0.31,156.6,0.83,2.0,14.0,2.31,50.0,0.0,1.0,Portugal (Liga Portugal 2),0.87,107,0.0,0.1338461538461538,115000.0
15.0,79.0,187.0,81.0,29,7.37,0.0,0.0,0.0,1.26,0.15,0.15,0.99,0.9,0.34,0.3,156.9,0.92,1.0,19.0,2.58,56.0,1.0,3.0,France (Ligue 2),0.85,105,0.0,0.1324050632911392,390000.0
11.0,94.54545454545456,176.0,77.0,26,6.78,0.0,0.2,0.0,1.52,0.35,0.0,0.61,0.91,1.0,0.17,141.6,0.74,0.0,25.0,0.95,32.0,0.0,1.0,France (Ligue 2),0.8,109,0.0,0.1361538461538461,60000.0
16.0,86.1875,187.0,80.0,25,6.9,0.0,0.31,0.0,1.25,0.5,0.0,0.26,0.93,0.0,0.33,160.0,0.68,3.0,10.0,2.68,157.0,0.0,0.0,Portugal (Primeira Liga),1.0,128,0.0,0.1160261058738216,1155000.0
16.0,78.8125,175.0,67.0,26,7.08,1.0,0.36,0.0,0.93,0.43,0.14,1.14,0.91,0.14,0.21,190.1,0.78,1.0,9.0,1.78,22.0,0.0,0.0,France (Ligue 2),0.72,115,1.075268817204301,0.1507533703409992,385000.0
14.0,86.28571428571429,185.0,80.0,23,6.99,1.0,0.13,0.0,0.84,0.0,0.15,0.3,0.96,0.0,0.07,143.8,0.78,0.0,21.0,2.24,115.0,2.0,0.0,Portugal (Primeira Liga),0.86,128,1.1904761904761905,0.1190397350993377,2262500.0
19.0,88.89473684210526,183.0,74.0,23,6.98,1.0,0.38,0.0,0.47,0.0,0.05,0.27,0.97,0.0,0.0,193.4,0.71,4.0,15.0,2.82,130.0,1.0,0.0,Croatia (Prva HNL),0.83,109,2.127659574468085,0.1145056246299585,165000.0
12.0,94.08333333333331,192.0,81.0,28,6.76,0.0,0.25,0.0,0.76,0.0,0.0,0.0,0.92,0.0,0.08,123.7,0.81,0.0,17.0,2.15,107.0,0.0,0.0,Portugal (Primeira Liga),0.87,118,0.0,0.1095659875996457,2137500.0
15.0,86.33333333333333,175.0,75.0,28,6.79,0.0,0.13,0.0,0.52,0.28,0.07,0.76,0.95,0.0,0.14,172.9,0.75,1.0,12.0,0.9,47.0,0.0,0.0,France (Ligue 2),0.69,106,0.0,0.1335135135135135,360000.0
22.0,88.13636363636364,176.0,65.0,23,7.41,4.0,0.17,0.0,0.55,0.05,0.05,0.28,0.81,1.0,0.0,59.6,0.48,1.0,21.0,0.23,12.0,1.0,0.0,Chile (Primera División),0.79,121,7.272727272727272,0.030737493553378,2250000.0
14.0,88.07142857142857,180.0,66.0,23,6.96,1.0,0.33,0.0,0.7,0.98,0.15,0.8,0.92,0.19,0.29,168.0,0.77,1.0,29.0,1.61,28.0,1.0,1.0,Croatia (Prva HNL),0.72,115,1.4285714285714286,0.1362530413625304,825000.0
15.0,90.0,171.0,61.0,19,6.71,0.0,0.0,0.0,0.07,0.0,0.07,0.47,0.92,0.21,0.53,188.2,0.74,2.0,33.0,4.0,71.0,0.0,1.0,Belgium (Pro League),0.83,111,0.0,0.1394074074074074,7900000.0
13.0,90.0,188.0,82.0,30,6.92,0.0,0.33,0.0,0.8,0.5,0.08,0.15,0.94,1.0,0.15,126.8,0.8,1.0,17.0,2.69,112.0,1.0,0.0,Portugal (Primeira Liga),0.55,124,0.0,0.1083760683760683,1150000.0
15.0,90.0,183.0,75.0,27,7.0,1.0,0.56,0.0,0.68,0.1,0.0,0.73,0.87,0.53,0.13,132.7,0.65,1.0,22.0,1.0,38.0,0.0,6.0,Serbia (Super liga),0.73,128,1.4705882352941175,0.0982962962962962,2200000.0
12.0,87.5,172.0,68.0,26,7.07,3.0,0.32,0.0,2.04,1.05,0.34,1.03,0.95,0.11,0.6,135.2,0.65,0.0,28.0,0.94,13.0,1.0,1.0,Portugal (Liga Portugal 2),0.88,107,1.4705882352941175,0.1287619047619047,164000.0
17.0,80.11764705882354,175.0,72.0,29,7.07,1.0,0.43,0.0,0.5,0.65,0.33,0.93,0.93,0.07,0.13,173.4,0.73,2.0,24.0,1.12,20.0,1.0,2.0,Portugal (Primeira Liga),0.56,130,2.0,0.1273127753303964,2850000.0
12.0,86.08333333333333,179.0,75.0,23,6.69,0.0,0.0,0.0,0.42,0.17,0.09,0.78,0.93,0.03,0.44,147.2,0.59,1.0,26.0,2.61,43.0,0.0,4.0,Belgium (Pro League),1.0,107,0.0,0.1424975798644724,1587500.0
11.0,87.0909090909091,180.0,71.0,26,6.92,0.0,0.4,0.0,0.9,0.11,0.38,1.22,0.87,0.5,0.56,128.1,0.74,1.0,10.0,1.32,16.0,0.0,0.0,Italy (Serie B),0.82,109,0.0,0.1337160751565762,1500000.0
28.0,91.42857142857144,180.0,72.0,23,7.33,0.0,0.08,0.0,0.03,0.0,0.14,0.04,0.8,1.0,0.0,52.1,0.82,1.0,35.0,0.56,49.0,0.0,0.0,Chile (Primera División),0.96,120,0.0,0.0203515625,1265000.0
13.0,82.07692307692308,174.0,70.0,29,6.98,1.0,1.0,0.0,0.07,0.18,0.08,1.1,0.93,0.22,0.76,140.2,0.72,0.0,28.0,1.94,48.0,0.0,4.0,Holland (Eredivisie),0.91,113,14.285714285714285,0.1313964386129334,1045000.0
